Country,Year,Inflation rate,Unemployment rate,GDP Per Capita PPP (Current US$),Fintech Investment
Ukraine,2010,9.372931051,8.1,8561.155273,9
Ukraine,2011,7.955724663,7.851,9246.769531,6
Ukraine,2012,0.568727972,7.529,9681.522461,4
Ukraine,2013,-0.238948626,7.17,11056.54199,18.9
Ukraine,2014,12.07185629,9.27,10664.62402,51.2
Ukraine,2015,48.69986464,9.14,10064.84277,64.9
Ukraine,2016,13.9127102,9.35,11011.9707,73.7
Ukraine,2017,14.43832275,9.5,11686.85742,59.2
Ukraine,2018,10.95185594,8.799,12708.79883,148.6
Ukraine,2019,7.886717456,8.194,14380.86133,216.8
Ukraine,2020,2.732492094,9.475,15716.8418,123.3
Ukraine,2021,9.363139177,9.834,18040.3457,229.6
United Kingdom,2010,2.492654725,7.787,36487.67185,9
United Kingdom,2011,3.856112447,8.038,37224.37876,6
United Kingdom,2012,2.573234797,7.885,38343.0869,4
United Kingdom,2013,2.291666667,7.525,39954.21915,18.9
United Kingdom,2014,1.451120163,6.11,41278.12751,51.2
United Kingdom,2015,0.368046842,5.301,42496.85429,64.9
United Kingdom,2016,1.008417368,4.81,44082.11647,73.7
United Kingdom,2017,2.557755776,4.33,46048.20005,59.2
United Kingdom,2018,2.292839903,3.996,47090.4849,148.6
United Kingdom,2019,1.738104601,3.737,49911.15665,216.8
United Kingdom,2020,0.989486704,4.472,48005.87961,123.3
United Kingdom,2021,2.518371096,4.826,52841.63459,229.6
United Kingdom,2022,7.922048831,3.73,56761.5173,197.9
United Kingdom,2023,6.793967068,4.055,58906.23886,118.2
